5.000	60.000	0.000
8.500	30.000	5.000
5.000	15.000	0.000
8.600	30.000	5.000
5.000	15.000	0.000
8.700	30.000	5.000
5.000	15.000	0.000
8.800	30.000	5.000
5.000	15.000	0.000
8.900	30.000	5.000
5.000	15.000	0.000
9.000	30.000	5.000
5.000	15.000	0.000
9.100	30.000	5.000
5.000	15.000	0.000
9.200	30.000	5.000
5.000	15.000	0.000
9.300	30.000	5.000
5.000	15.000	0.000
9.400	30.000	5.000
5.000	15.000	0.000
9.500	30.000	5.000
5.000	15.000	0.000
9.600	30.000	5.000
5.000	15.000	0.000
9.700	30.000	5.000
5.000	15.000	0.000
9.800	30.000	5.000
5.000	15.000	0.000
9.900	30.000	5.000
5.000	15.000	0.000
10.000	30.000	5.000
5.000	15.000	0.000
10.100	30.000	5.000
5.000	15.000	0.000
10.200	30.000	5.000
5.000	15.000	0.000
10.300	30.000	5.000
5.000	15.000	0.000
10.400	30.000	5.000
5.000	15.000	0.000
10.500	30.000	5.000
5.000	15.000	0.000
10.600	30.000	5.000
5.000	15.000	0.000
10.700	30.000	5.000
5.000	15.000	0.000
10.800	30.000	5.000
5.000	15.000	0.000
10.900	30.000	5.000
5.000	15.000	0.000
11.000	30.000	5.000
5.000	15.000	0.000
11.100	30.000	5.000
5.000	15.000	0.000
11.200	30.000	5.000
5.000	15.000	0.000
11.300	30.000	5.000
5.000	15.000	0.000
11.400	30.000	5.000
5.000	15.000	0.000
11.500	30.000	5.000
5.000	15.000	0.000
11.600	30.000	5.000
5.000	15.000	0.000
11.700	30.000	5.000
5.000	15.000	0.000
11.800	30.000	5.000
5.000	15.000	0.000
11.900	30.000	5.000
5.000	15.000	0.000
12.000	30.000	5.000
5.000	600.000	0.000
