10	500	0	0
70	500	0	5
15	500	0	5
75	500	0	5
20	500	0	5
80	500	0	5
25	500	0	5
85	500	0	5
30	500	0	5
90	500	0	5
35	500	0	5
95	500	0	5
40	500	0	5
100	500	0	5
45	500	0	5
105	500	0	5
50	500	0	5
110	500	0	5
55	500	0	5
115	500	0	5
60	500	0	5
120	500	0	5
65	500	0	5
125	500	0	5
5	500	0	5
10	500	10	0
70	500	10	5
15	500	10	5
75	500	10	5
20	500	10	5
80	500	10	5
25	500	10	5
85	500	10	5
30	500	10	5
90	500	10	5
35	500	10	5
95	500	10	5
40	500	10	5
100	500	10	5
45	500	10	5
105	500	10	5
50	500	10	5
110	500	10	5
55	500	10	5
115	500	10	5
60	500	10	5
120	500	10	5
65	500	10	5
125	500	10	5
5	500	10	5
10	500	20	0
70	500	20	5
15	500	20	5
75	500	20	5
20	500	20	5
80	500	20	5
25	500	20	5
85	500	20	5
30	500	20	5
90	500	20	5
35	500	20	5
95	500	20	5
40	500	20	5
100	500	20	5
45	500	20	5
105	500	20	5
50	500	20	5
110	500	20	5
55	500	20	5
115	500	20	5
60	500	20	5
120	500	20	5
65	500	20	5
125	500	20	5
5	500	20	5
10	500	30	0
70	500	30	5
15	500	30	5
75	500	30	5
20	500	30	5
80	500	30	5
25	500	30	5
85	500	30	5
30	500	30	5
90	500	30	5
35	500	30	5
95	500	30	5
40	500	30	5
100	500	30	5
45	500	30	5
105	500	30	5
50	500	30	5
110	500	30	5
55	500	30	5
115	500	30	5
60	500	30	5
120	500	30	5
65	500	30	5
125	500	30	5
5	500	30	5
10	500	40	0
70	500	40	5
15	500	40	5
75	500	40	5
20	500	40	5
80	500	40	5
25	500	40	5
85	500	40	5
30	500	40	5
90	500	40	5
35	500	40	5
95	500	40	5
40	500	40	5
100	500	40	5
45	500	40	5
105	500	40	5
50	500	40	5
110	500	40	5
55	500	40	5
115	500	40	5
60	500	40	5
120	500	40	5
65	500	40	5
125	500	40	5
5	500	40	5
10	500	50	0
70	500	50	5
15	500	50	5
75	500	50	5
20	500	50	5
80	500	50	5
25	500	50	5
85	500	50	5
30	500	50	5
90	500	50	5
35	500	50	5
95	500	50	5
40	500	50	5
100	500	50	5
45	500	50	5
105	500	50	5
50	500	50	5
110	500	50	5
55	500	50	5
115	500	50	5
60	500	50	5
120	500	50	5
65	500	50	5
125	500	50	5
5	500	50	5
10	500	60	0
70	500	60	5
15	500	60	5
75	500	60	5
20	500	60	5
80	500	60	5
25	500	60	5
85	500	60	5
30	500	60	5
90	500	60	5
35	500	60	5
95	500	60	5
40	500	60	5
100	500	60	5
45	500	60	5
105	500	60	5
50	500	60	5
110	500	60	5
55	500	60	5
115	500	60	5
60	500	60	5
120	500	60	5
65	500	60	5
125	500	60	5
5	500	60	5
10	500	70	0
70	500	70	5
15	500	70	5
75	500	70	5
20	500	70	5
80	500	70	5
25	500	70	5
85	500	70	5
30	500	70	5
90	500	70	5
35	500	70	5
95	500	70	5
40	500	70	5
100	500	70	5
45	500	70	5
105	500	70	5
50	500	70	5
110	500	70	5
55	500	70	5
115	500	70	5
60	500	70	5
120	500	70	5
65	500	70	5
125	500	70	5
5	500	70	5
10	500	80	0
70	500	80	5
15	500	80	5
75	500	80	5
20	500	80	5
80	500	80	5
25	500	80	5
85	500	80	5
30	500	80	5
90	500	80	5
35	500	80	5
95	500	80	5
40	500	80	5
100	500	80	5
45	500	80	5
105	500	80	5
50	500	80	5
110	500	80	5
55	500	80	5
115	500	80	5
60	500	80	5
120	500	80	5
65	500	80	5
125	500	80	5
5	500	80	5
10	500	90	0
70	500	90	5
15	500	90	5
75	500	90	5
20	500	90	5
80	500	90	5
25	500	90	5
85	500	90	5
30	500	90	5
90	500	90	5
35	500	90	5
95	500	90	5
40	500	90	5
100	500	90	5
45	500	90	5
105	500	90	5
50	500	90	5
110	500	90	5
55	500	90	5
115	500	90	5
60	500	90	5
120	500	90	5
65	500	90	5
125	500	90	5
5	500	90	5
10	500	100	0
70	500	100	5
15	500	100	5
75	500	100	5
20	500	100	5
80	500	100	5
25	500	100	5
85	500	100	5
30	500	100	5
90	500	100	5
35	500	100	5
95	500	100	5
40	500	100	5
100	500	100	5
45	500	100	5
105	500	100	5
50	500	100	5
110	500	100	5
55	500	100	5
115	500	100	5
60	500	100	5
120	500	100	5
65	500	100	5
125	500	100	5
5	500	100	5
10	500	110	0
70	500	110	5
15	500	110	5
75	500	110	5
20	500	110	5
80	500	110	5
25	500	110	5
85	500	110	5
30	500	110	5
90	500	110	5
35	500	110	5
95	500	110	5
40	500	110	5
100	500	110	5
45	500	110	5
105	500	110	5
50	500	110	5
110	500	110	5
55	500	110	5
115	500	110	5
60	500	110	5
120	500	110	5
65	500	110	5
125	500	110	5
5	500	110	5
10	500	125	0
70	500	125	5
15	500	125	5
75	500	125	5
20	500	125	5
80	500	125	5
25	500	125	5
85	500	125	5
30	500	125	5
90	500	125	5
35	500	125	5
95	500	125	5
40	500	125	5
100	500	125	5
45	500	125	5
105	500	125	5
50	500	125	5
110	500	125	5
55	500	125	5
115	500	125	5
60	500	125	5
120	500	125	5
65	500	125	5
125	500	125	5
5	500	125	5

