4.2	60	0
7.1	30	5
4.2	15	0
7.2	30	5
4.2	15	0
7.3	30	5
4.2	15	0
7.4	30	5
4.2	15	0
7.5	30	5
4.2	15	0
7.6	30	5
4.2	15	0
7.7	30	5
4.2	15	0
7.8	30	5
4.2	15	0
7.9	30	5
4.2	15	0
8	30	5
4.2	15	0
8.1	30	5
4.2	15	0
8.2	30	5
4.2	15	0
8.3	30	5
4.2	15	0
8.4	30	5
4.2	15	0
8.5	30	5
4.2	15	0
8.6	30	5
4.2	15	0
8.7	30	5
4.2	15	0
8.8	30	5
4.2	15	0
8.9	30	5
4.2	15	0
9	30	5
4.2	15	0
9.1	30	5
4.2	15	0
9.2	30	5
4.2	15	0
9.3	30	5
4.2	15	0
9.4	30	5
4.2	15	0
9.5	30	5
4.2	15	0
9.6	30	5
4.2	15	0
9.7	30	5
4.2	15	0
9.8	30	5
4.2	15	0
9.9	30	5
4.2	15	0
10	30	5
5	600	0
