9	300	0	10
9.1	300	1.5	10
9.2	300	0	10
9.3	300	1.5	10
9.4	300	0	10
9.5	300	1.5	10
9.6	300	0	10
9.7	300	1.5	10
9.8	300	0	10
9.9	300	1.5	10
10	300	0	10
10.1	300	1.5	10
10.2	300	0	10
10.3	300	1.5	10
10.4	300	0	10
10.5	300	1.5	10
10.6	300	0	10
10.7	300	1.5	10
10.8	300	0	10
10.9	300	1.5	10
11	300	0	10
11.1	300	1.5	10
11.2	300	0	10
11.3	300	1.5	10
11.4	300	0	10
11.5	300	1.5	10
11.6	300	0	10
11.7	300	1.5	10
11.8	300	0	10
11.9	300	1.5	10
12	300	0	10
