44404.4357	5.0000	0.0000
44404.4357	5.0000	0.0000
44404.4357	5.0000	0.0000
44404.4357	5.0000	0.0000
44404.4357	5.0000	0.0000
44404.4357	5.0000	0.0000
44404.4357	5.0000	0.0000
44404.4357	5.0000	0.0000
44404.4357	5.0000	0.0000
44404.4357	5.0000	0.0000
44404.4357	5.0000	0.0000
44404.4357	5.0000	0.0000
44404.4357	5.0000	0.0000
44404.4357	5.0000	0.0000
44404.4357	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4358	5.0000	0.0000
44404.4359	5.0000	0.0000
44404.4359	5.0000	0.0000
44404.4359	5.0000	0.0000
44404.4359	5.0000	0.0000
44404.4359	5.0000	0.0000
44404.4359	5.0000	0.0000
44404.4359	5.0000	0.0000
44404.4359	5.0000	0.0000
44404.4359	5.0000	0.0000
44404.4359	5.0000	0.0000
44404.4359	5.0000	0.0000
44404.4359	5.0000	0.0000
44404.4359	5.0000	0.0000
44404.4359	5.0000	0.0000
44404.4359	5.0000	0.0000
