29.297,601.000,0.000,0.000
29.297,602.000,0.000,0.000
-0.000,603.000,0.000,0.000
-0.000,604.000,0.000,0.000
-0.000,604.000,0.000,0.000
-0.000,605.000,0.000,0.000
-0.000,605.000,0.000,0.000
-0.000,605.000,0.000,0.000
-0.000,604.000,0.000,0.000
-0.000,602.000,0.000,0.000
-0.000,601.000,0.000,0.000
-0.000,599.000,0.000,0.000
39.062,598.000,0.000,0.000
39.062,598.000,0.000,0.000
78.125,598.000,0.000,0.000
78.125,597.000,0.000,0.000
83.008,598.000,0.000,0.000
83.008,597.000,0.000,0.000
78.125,597.000,0.000,0.000
78.125,596.000,0.000,0.000
92.773,596.000,0.000,0.000
92.773,596.000,0.000,0.000
112.305,596.000,0.000,0.000
112.305,596.000,0.000,0.000
102.539,597.000,0.000,0.000
102.539,598.000,0.000,0.000
78.125,598.000,0.000,0.000
78.125,598.000,0.000,0.000
58.594,598.000,0.000,0.000
58.594,598.000,0.000,0.000
58.594,599.000,0.000,0.000
58.594,601.000,0.000,0.000
19.531,602.000,0.000,0.000
19.531,603.000,0.000,0.000
-0.000,604.000,0.000,0.000
-0.000,604.000,0.000,0.000
-0.000,605.000,0.000,0.000
-0.000,604.000,0.000,0.000
-0.000,604.000,0.000,0.000
-0.000,603.000,0.000,0.000
-0.000,602.000,0.000,0.000
-0.000,601.000,0.000,0.000
-0.000,601.000,0.000,0.000
-0.000,600.000,0.000,0.000
14.648,600.000,0.000,0.000
14.648,599.000,0.000,0.000
34.180,599.000,0.000,0.000
34.180,598.000,0.000,0.000
53.711,598.000,0.000,0.000
53.711,597.000,0.000,0.000
73.242,596.000,0.000,0.000
73.242,596.000,0.000,0.000
92.773,596.000,0.000,0.000
92.773,597.000,0.000,0.000
87.891,597.000,0.000,0.000
87.891,598.000,0.000,0.000
58.594,599.000,0.000,0.000
58.594,600.000,0.000,0.000
29.297,600.000,0.000,0.000
29.297,600.000,0.000,0.000
9.766,601.000,0.000,0.000
9.766,602.000,0.000,0.000
-0.000,604.000,0.000,0.000
-0.000,605.000,0.000,0.000
-0.000,605.000,0.000,0.000
-0.000,606.000,0.000,0.000
-0.000,605.000,0.000,0.000
-0.000,604.000,0.000,0.000
-0.000,603.000,0.000,0.000
-0.000,602.000,0.000,0.000
-0.000,602.000,0.000,0.000
-0.000,602.000,0.000,0.000
-0.000,601.000,0.000,0.000
-0.000,601.000,0.000,0.000
-0.000,601.000,0.000,0.000
-0.000,601.000,0.000,0.000
9.766,600.000,0.000,0.000
9.766,600.000,0.000,0.000
19.531,599.000,0.000,0.000
19.531,599.000,0.000,0.000
39.062,598.000,0.000,0.000
39.062,598.000,0.000,0.000
48.828,599.000,0.000,0.000
48.828,600.000,0.000,0.000
29.297,601.000,0.000,0.000
29.297,602.000,0.000,0.000
-0.000,602.000,0.000,0.000
-0.000,602.000,0.000,0.000
-0.000,602.000,0.000,0.000
-0.000,602.000,0.000,0.000
-0.000,602.000,0.000,0.000
-0.000,603.000,0.000,0.000
-0.000,605.000,0.000,0.000
-0.000,606.000,0.000,0.000
-0.000,606.000,0.000,0.000
-0.000,607.000,0.000,0.000
-0.000,607.000,0.000,0.000
-0.000,606.000,0.000,0.000
-0.000,605.000,0.000,0.000
-0.000,604.000,0.000,0.000
-0.000,603.000,0.000,0.000
-0.000,603.000,0.000,0.000
-0.000,603.000,0.000,0.000
-0.000,602.000,0.000,0.000
-0.000,602.000,0.000,0.000
-0.000,602.000,0.000,0.000
-0.000,602.000,0.000,0.000
-0.000,601.000,0.000,0.000
-0.000,600.000,0.000,0.000
-0.000,599.000,0.000,0.000
39.062,598.000,0.000,0.000
39.062,598.000,0.000,0.000
58.594,599.000,0.000,0.000
58.594,599.000,0.000,0.000
43.945,600.000,0.000,0.000
43.945,600.000,0.000,0.000
24.414,601.000,0.000,0.000
24.414,602.000,0.000,0.000
-0.000,602.000,0.000,0.000
-0.000,603.000,0.000,0.000
-0.000,604.000,0.000,0.000
-0.000,605.000,0.000,0.000
-0.000,605.000,0.000,0.000
-0.000,606.000,0.000,0.000
-0.000,606.000,0.000,0.000
-0.000,605.000,0.000,0.000
-0.000,604.000,0.000,0.000
-0.000,603.000,0.000,0.000
-0.000,602.000,0.000,0.000
-0.000,600.000,0.000,0.000
4.883,599.000,0.000,0.000
4.883,598.000,0.000,0.000
53.711,598.000,0.000,0.000
53.711,598.000,0.000,0.000
58.594,598.000,0.000,0.000
58.594,597.000,0.000,0.000
73.242,597.000,0.000,0.000
73.242,596.000,0.000,0.000
92.773,596.000,0.000,0.000
92.773,595.000,0.000,0.000
112.305,595.000,0.000,0.000
112.305,594.000,0.000,0.000
126.953,594.000,0.000,0.000
126.953,594.000,0.000,0.000
126.953,594.000,0.000,0.000
126.953,595.000,0.000,0.000
122.070,595.000,0.000,0.000
122.070,596.000,0.000,0.000
102.539,597.000,0.000,0.000
